Date,IT Dep.,CostElement,Country,Budget
1/8/2020,Productivity,Supplies,United Kingdom,"20,600"
1/9/2020,Productivity,Supplies,United Kingdom,"20,600"
1/10/2020,Productivity,Supplies,United Kingdom,"20,600"
1/11/2020,Productivity,Supplies,United Kingdom,"20,600"
1/12/2020,Productivity,Supplies,United Kingdom,"20,600"
1/1/2020,Productivity,Supplies,USA,"2,717"
1/2/2020,Productivity,Supplies,USA,"2,717"
1/3/2020,Productivity,Supplies,USA,"2,717"
1/4/2020,Productivity,Supplies,USA,"2,717"
1/5/2020,Productivity,Supplies,USA,"2,717"
1/6/2020,Productivity,Supplies,USA,"2,717"
1/7/2020,Productivity,Supplies,USA,"2,717"
1/8/2020,Productivity,Supplies,USA,"2,717"
1/9/2020,Productivity,Supplies,USA,"2,717"
1/10/2020,Productivity,Supplies,USA,"2,717"
1/11/2020,Productivity,Supplies,USA,"2,717"
1/12/2020,Productivity,Supplies,USA,"2,717"
1/1/2020,Productivity,Taxes,USA,112
1/2/2020,Productivity,Taxes,USA,112
1/3/2020,Productivity,Taxes,USA,112
1/4/2020,Productivity,Taxes,USA,112
1/5/2020,Productivity,Taxes,USA,112
1/6/2020,Productivity,Taxes,USA,112
1/7/2020,Productivity,Taxes,USA,112
1/8/2020,Productivity,Taxes,USA,112
1/9/2020,Productivity,Taxes,USA,112
1/10/2020,Productivity,Taxes,USA,112
1/11/2020,Productivity,Taxes,USA,112
1/12/2020,Productivity,Taxes,USA,112
1/1/2020,Productivity,Telecomm,Austria,51
1/2/2020,Productivity,Telecomm,Austria,51
1/3/2020,Productivity,Telecomm,Austria,51
1/4/2020,Productivity,Telecomm,Austria,51
1/5/2020,Productivity,Telecomm,Austria,51
1/6/2020,Productivity,Telecomm,Austria,51
1/7/2020,Productivity,Telecomm,Austria,51
1/8/2020,Productivity,Telecomm,Austria,51
1/9/2020,Productivity,Telecomm,Austria,51
1/10/2020,Productivity,Telecomm,Austria,51
1/11/2020,Productivity,Telecomm,Austria,51
1/12/2020,Productivity,Telecomm,Austria,51
1/1/2020,Productivity,Telecomm,Belgium,51
1/2/2020,Productivity,Telecomm,Belgium,51
1/3/2020,Productivity,Telecomm,Belgium,51
1/4/2020,Productivity,Telecomm,Belgium,51
1/5/2020,Productivity,Telecomm,Belgium,51
1/6/2020,Productivity,Telecomm,Belgium,51
1/7/2020,Productivity,Telecomm,Belgium,51
1/8/2020,Productivity,Telecomm,Belgium,51
1/9/2020,Productivity,Telecomm,Belgium,51
1/10/2020,Productivity,Telecomm,Belgium,51
1/11/2020,Productivity,Telecomm,Belgium,51
1/12/2020,Productivity,Telecomm,Belgium,51
1/1/2020,Productivity,Telecomm,France,"2,720"
1/2/2020,Productivity,Telecomm,France,"2,720"
1/3/2020,Productivity,Telecomm,France,"2,720"
1/4/2020,Productivity,Telecomm,France,"2,720"
1/5/2020,Productivity,Telecomm,France,"2,720"
1/6/2020,Productivity,Telecomm,France,"2,720"
1/7/2020,Productivity,Telecomm,France,"2,720"
1/8/2020,Productivity,Telecomm,France,"2,720"
1/9/2020,Productivity,Telecomm,France,"2,720"
1/10/2020,Productivity,Telecomm,France,"2,720"
1/11/2020,Productivity,Telecomm,France,"2,720"
1/12/2020,Productivity,Telecomm,France,"2,720"
1/1/2020,Productivity,Telecomm,Germany,"37,251"
1/2/2020,Productivity,Telecomm,Germany,"37,251"
1/3/2020,Productivity,Telecomm,Germany,"37,251"
1/4/2020,Productivity,Telecomm,Germany,"37,251"
1/5/2020,Productivity,Telecomm,Germany,"37,251"
1/6/2020,Productivity,Telecomm,Germany,"37,251"
1/7/2020,Productivity,Telecomm,Germany,"37,251"
1/8/2020,Productivity,Telecomm,Germany,"37,251"
1/9/2020,Productivity,Telecomm,Germany,"37,251"
1/10/2020,Productivity,Telecomm,Germany,"37,251"
1/11/2020,Productivity,Telecomm,Germany,"37,251"
1/12/2020,Productivity,Telecomm,Germany,"37,251"
1/1/2020,Productivity,Telecomm,Italy,"14,960"
1/2/2020,Productivity,Telecomm,Italy,"14,960"
1/3/2020,Productivity,Telecomm,Italy,"14,960"
1/4/2020,Productivity,Telecomm,Italy,"14,960"
1/5/2020,Productivity,Telecomm,Italy,"14,960"
1/6/2020,Productivity,Telecomm,Italy,"14,960"
1/7/2020,Productivity,Telecomm,Italy,"14,960"
1/8/2020,Productivity,Telecomm,Italy,"14,960"
1/9/2020,Productivity,Telecomm,Italy,"14,960"
1/10/2020,Productivity,Telecomm,Italy,"14,960"
1/11/2020,Productivity,Telecomm,Italy,"14,960"
1/12/2020,Productivity,Telecomm,Italy,"14,960"
1/1/2020,Productivity,Telecomm,Netherlands,102
1/2/2020,Productivity,Telecomm,Netherlands,102
1/3/2020,Productivity,Telecomm,Netherlands,102
1/4/2020,Productivity,Telecomm,Netherlands,102
1/5/2020,Productivity,Telecomm,Netherlands,102
1/6/2020,Productivity,Telecomm,Netherlands,102
1/7/2020,Productivity,Telecomm,Netherlands,102
1/8/2020,Productivity,Telecomm,Netherlands,102
1/9/2020,Productivity,Telecomm,Netherlands,102
1/10/2020,Productivity,Telecomm,Netherlands,102
1/11/2020,Productivity,Telecomm,Netherlands,102
1/12/2020,Productivity,Telecomm,Netherlands,102
1/1/2020,Productivity,Telecomm,Spain,"24,870"
1/2/2020,Productivity,Telecomm,Spain,"24,870"
1/3/2020,Productivity,Telecomm,Spain,"24,870"
1/4/2020,Productivity,Telecomm,Spain,"24,870"
1/5/2020,Productivity,Telecomm,Spain,"24,870"
1/6/2020,Productivity,Telecomm,Spain,"24,870"
1/7/2020,Productivity,Telecomm,Spain,"24,870"
1/8/2020,Productivity,Telecomm,Spain,"24,870"
1/9/2020,Productivity,Telecomm,Spain,"24,870"
1/10/2020,Productivity,Telecomm,Spain,"24,870"
1/11/2020,Productivity,Telecomm,Spain,"24,870"
1/12/2020,Productivity,Telecomm,Spain,"24,870"
1/1/2020,Productivity,Telecomm,Switzerland,385
1/2/2020,Productivity,Telecomm,Switzerland,385
1/3/2020,Productivity,Telecomm,Switzerland,385
1/4/2020,Productivity,Telecomm,Switzerland,385
1/5/2020,Productivity,Telecomm,Switzerland,385
1/6/2020,Productivity,Telecomm,Switzerland,385
1/7/2020,Productivity,Telecomm,Switzerland,385
1/8/2020,Productivity,Telecomm,Switzerland,385
1/9/2020,Productivity,Telecomm,Switzerland,385
1/10/2020,Productivity,Telecomm,Switzerland,385
1/11/2020,Productivity,Telecomm,Switzerland,385
1/12/2020,Productivity,Telecomm,Switzerland,385
1/1/2020,Productivity,Telecomm,United Kingdom,"27,704"
1/2/2020,Productivity,Telecomm,United Kingdom,"27,704"
1/3/2020,Productivity,Telecomm,United Kingdom,"27,704"
1/4/2020,Productivity,Telecomm,United Kingdom,"27,704"
1/5/2020,Productivity,Telecomm,United Kingdom,"27,704"
1/6/2020,Productivity,Telecomm,United Kingdom,"27,704"
1/7/2020,Productivity,Telecomm,United Kingdom,"27,704"
1/8/2020,Productivity,Telecomm,United Kingdom,"27,704"
1/9/2020,Productivity,Telecomm,United Kingdom,"27,704"
1/10/2020,Productivity,Telecomm,United Kingdom,"27,704"
1/11/2020,Productivity,Telecomm,United Kingdom,"27,704"
1/12/2020,Productivity,Telecomm,United Kingdom,"27,704"
1/1/2020,Productivity,Telecomm,USA,"4,988"
1/2/2020,Productivity,Telecomm,USA,"4,988"
1/3/2020,Productivity,Telecomm,USA,"4,988"
1/4/2020,Productivity,Telecomm,USA,"4,988"
1/5/2020,Productivity,Telecomm,USA,"4,988"
1/6/2020,Productivity,Telecomm,USA,"4,988"
1/7/2020,Productivity,Telecomm,USA,"4,988"
1/8/2020,Productivity,Telecomm,USA,"4,988"
1/9/2020,Productivity,Telecomm,USA,"4,988"
1/10/2020,Productivity,Telecomm,USA,"4,988"
1/11/2020,Productivity,Telecomm,USA,"4,988"
1/12/2020,Productivity,Telecomm,USA,"4,988"
1/1/2020,Productivity,Training,Austria,34
1/2/2020,Productivity,Training,Austria,34
1/3/2020,Productivity,Training,Austria,34
1/4/2020,Productivity,Training,Austria,34
1/5/2020,Productivity,Training,Austria,34
1/6/2020,Productivity,Training,Austria,34
1/7/2020,Productivity,Training,Austria,34
1/8/2020,Productivity,Training,Austria,34
1/9/2020,Productivity,Training,Austria,34
1/10/2020,Productivity,Training,Austria,34
1/11/2020,Productivity,Training,Austria,34
1/12/2020,Productivity,Training,Austria,34
1/1/2020,Productivity,Training,Belgium,25
1/2/2020,Productivity,Training,Belgium,25
1/3/2020,Productivity,Training,Belgium,25
1/4/2020,Productivity,Training,Belgium,25
1/5/2020,Productivity,Training,Belgium,25
1/6/2020,Productivity,Training,Belgium,25
1/7/2020,Productivity,Training,Belgium,25
1/8/2020,Productivity,Training,Belgium,25
1/9/2020,Productivity,Training,Belgium,25
1/10/2020,Productivity,Training,Belgium,25
1/11/2020,Productivity,Training,Belgium,25
1/12/2020,Productivity,Training,Belgium,25
1/1/2020,Productivity,Training,France,289
1/2/2020,Productivity,Training,France,289
1/3/2020,Productivity,Training,France,289
1/4/2020,Productivity,Training,France,289
1/5/2020,Productivity,Training,France,289
1/6/2020,Productivity,Training,France,289
1/7/2020,Productivity,Training,France,232
1/8/2020,Productivity,Training,France,232
1/9/2020,Productivity,Training,France,232
1/10/2020,Productivity,Training,France,232
1/11/2020,Productivity,Training,France,232
1/12/2020,Productivity,Training,France,232
1/1/2020,Productivity,Training,Germany,68
1/2/2020,Productivity,Training,Germany,68
1/3/2020,Productivity,Training,Germany,68
1/4/2020,Productivity,Training,Germany,68
1/5/2020,Productivity,Training,Germany,68
1/6/2020,Productivity,Training,Germany,68
1/7/2020,Productivity,Training,Germany,68
1/8/2020,Productivity,Training,Germany,68
1/9/2020,Productivity,Training,Germany,68
1/10/2020,Productivity,Training,Germany,68
1/11/2020,Productivity,Training,Germany,68
1/12/2020,Productivity,Training,Germany,68
1/1/2020,Productivity,Training,Italy,51
1/2/2020,Productivity,Training,Italy,338
1/3/2020,Productivity,Training,Italy,51
1/4/2020,Productivity,Training,Italy,51
1/5/2020,Productivity,Training,Italy,338
1/6/2020,Productivity,Training,Italy,51
1/7/2020,Productivity,Training,Italy,51
1/8/2020,Productivity,Training,Italy,338
1/9/2020,Productivity,Training,Italy,51
1/10/2020,Productivity,Training,Italy,51
1/11/2020,Productivity,Training,Italy,338
1/12/2020,Productivity,Training,Italy,51
1/1/2020,Productivity,Training,Netherlands,107
1/2/2020,Productivity,Training,Netherlands,107
1/3/2020,Productivity,Training,Netherlands,107
1/4/2020,Productivity,Training,Netherlands,107
1/5/2020,Productivity,Training,Netherlands,107
1/6/2020,Productivity,Training,Netherlands,107
1/7/2020,Productivity,Training,Netherlands,107
1/8/2020,Productivity,Training,Netherlands,107
1/9/2020,Productivity,Training,Netherlands,107
1/10/2020,Productivity,Training,Netherlands,107
1/11/2020,Productivity,Training,Netherlands,107
1/12/2020,Productivity,Training,Netherlands,107
1/1/2020,Productivity,Training,Spain,68
1/2/2020,Productivity,Training,Spain,68
1/3/2020,Productivity,Training,Spain,68
1/4/2020,Productivity,Training,Spain,68
1/5/2020,Productivity,Training,Spain,68
1/6/2020,Productivity,Training,Spain,68
1/7/2020,Productivity,Training,Spain,68
1/8/2020,Productivity,Training,Spain,68
1/9/2020,Productivity,Training,Spain,68
1/10/2020,Productivity,Training,Spain,68
1/11/2020,Productivity,Training,Spain,68
1/12/2020,Productivity,Training,Spain,68
1/1/2020,Productivity,Training,Switzerland,101
1/2/2020,Productivity,Training,Switzerland,101
1/3/2020,Productivity,Training,Switzerland,101
1/4/2020,Productivity,Training,Switzerland,101
1/5/2020,Productivity,Training,Switzerland,101
1/6/2020,Productivity,Training,Switzerland,101
1/7/2020,Productivity,Training,Switzerland,101
1/8/2020,Productivity,Training,Switzerland,101
1/9/2020,Productivity,Training,Switzerland,101
1/10/2020,Productivity,Training,Switzerland,101
1/11/2020,Productivity,Training,Switzerland,101
1/12/2020,Productivity,Training,Switzerland,101
1/1/2020,Productivity,Training,United Kingdom,282
1/2/2020,Productivity,Training,United Kingdom,"1,032"
1/3/2020,Productivity,Training,United Kingdom,282
1/4/2020,Productivity,Training,United Kingdom,282
1/5/2020,Productivity,Training,United Kingdom,"1,032"
1/6/2020,Productivity,Training,United Kingdom,282
1/7/2020,Productivity,Training,United Kingdom,282
1/8/2020,Productivity,Training,United Kingdom,"1,032"
1/9/2020,Productivity,Training,United Kingdom,282
1/10/2020,Productivity,Training,United Kingdom,282
1/11/2020,Productivity,Training,United Kingdom,"1,032"
1/12/2020,Productivity,Training,United Kingdom,282
1/3/2020,Productivity,Training,USA,750
1/6/2020,Productivity,Training,USA,750
1/9/2020,Productivity,Training,USA,750
1/12/2020,Productivity,Training,USA,750
1/1/2020,Productivity,Travel,Austria,136
1/2/2020,Productivity,Travel,Austria,136
1/3/2020,Productivity,Travel,Austria,136
1/4/2020,Productivity,Travel,Austria,136
1/5/2020,Productivity,Travel,Austria,136
1/6/2020,Productivity,Travel,Austria,136
1/7/2020,Productivity,Travel,Austria,136
1/8/2020,Productivity,Travel,Austria,136
1/9/2020,Productivity,Travel,Austria,136
1/10/2020,Productivity,Travel,Austria,136
1/11/2020,Productivity,Travel,Austria,136
1/12/2020,Productivity,Travel,Austria,136
1/1/2020,Productivity,Travel,Belgium,272
1/2/2020,Productivity,Travel,Belgium,272
1/3/2020,Productivity,Travel,Belgium,272
1/4/2020,Productivity,Travel,Belgium,272
1/5/2020,Productivity,Travel,Belgium,272
1/6/2020,Productivity,Travel,Belgium,272
1/7/2020,Productivity,Travel,Belgium,272
1/8/2020,Productivity,Travel,Belgium,272
1/9/2020,Productivity,Travel,Belgium,272
1/10/2020,Productivity,Travel,Belgium,272
1/11/2020,Productivity,Travel,Belgium,272
1/12/2020,Productivity,Travel,Belgium,272
1/1/2020,Productivity,Travel,France,569
1/2/2020,Productivity,Travel,France,"1,000"
1/3/2020,Productivity,Travel,France,569
1/4/2020,Productivity,Travel,France,569
1/5/2020,Productivity,Travel,France,"1,000"
1/6/2020,Productivity,Travel,France,569
1/7/2020,Productivity,Travel,France,569
1/8/2020,Productivity,Travel,France,569
1/9/2020,Productivity,Travel,France,569
1/10/2020,Productivity,Travel,France,569
1/11/2020,Productivity,Travel,France,569
1/12/2020,Productivity,Travel,France,569
1/1/2020,Productivity,Travel,Germany,544
1/2/2020,Productivity,Travel,Germany,544
1/3/2020,Productivity,Travel,Germany,544
1/4/2020,Productivity,Travel,Germany,544
1/5/2020,Productivity,Travel,Germany,544
1/6/2020,Productivity,Travel,Germany,544
1/7/2020,Productivity,Travel,Germany,544
1/8/2020,Productivity,Travel,Germany,544
1/9/2020,Productivity,Travel,Germany,544
1/10/2020,Productivity,Travel,Germany,544
1/11/2020,Productivity,Travel,Germany,544
1/12/2020,Productivity,Travel,Germany,544
1/1/2020,Productivity,Travel,Ireland,315
1/2/2020,Productivity,Travel,Ireland,315
1/3/2020,Productivity,Travel,Ireland,315
1/4/2020,Productivity,Travel,Ireland,315
1/5/2020,Productivity,Travel,Ireland,315
1/6/2020,Productivity,Travel,Ireland,315
1/7/2020,Productivity,Travel,Ireland,315
1/8/2020,Productivity,Travel,Ireland,315
1/9/2020,Productivity,Travel,Ireland,315
1/10/2020,Productivity,Travel,Ireland,315
1/11/2020,Productivity,Travel,Ireland,315
1/12/2020,Productivity,Travel,Ireland,315
1/1/2020,Productivity,Travel,Italy,601
1/2/2020,Productivity,Travel,Italy,"1,607"
1/3/2020,Productivity,Travel,Italy,601
1/4/2020,Productivity,Travel,Italy,601
1/5/2020,Productivity,Travel,Italy,"1,607"
1/6/2020,Productivity,Travel,Italy,601
1/7/2020,Productivity,Travel,Italy,601
1/8/2020,Productivity,Travel,Italy,"1,607"
1/9/2020,Productivity,Travel,Italy,601
1/10/2020,Productivity,Travel,Italy,601
1/11/2020,Productivity,Travel,Italy,"1,607"
1/12/2020,Productivity,Travel,Italy,601
1/1/2020,Productivity,Travel,Netherlands,136
1/2/2020,Productivity,Travel,Netherlands,136
1/3/2020,Productivity,Travel,Netherlands,136
1/4/2020,Productivity,Travel,Netherlands,136
1/5/2020,Productivity,Travel,Netherlands,136
1/6/2020,Productivity,Travel,Netherlands,136
1/7/2020,Productivity,Travel,Netherlands,136
1/8/2020,Productivity,Travel,Netherlands,136
1/9/2020,Productivity,Travel,Netherlands,136
1/10/2020,Productivity,Travel,Netherlands,136
1/11/2020,Productivity,Travel,Netherlands,136
1/12/2020,Productivity,Travel,Netherlands,136
1/1/2020,Productivity,Travel,Switzerland,"2,453"
1/2/2020,Productivity,Travel,Switzerland,"2,453"
1/3/2020,Productivity,Travel,Switzerland,"2,453"
1/4/2020,Productivity,Travel,Switzerland,"2,453"
1/5/2020,Productivity,Travel,Switzerland,"2,453"
1/6/2020,Productivity,Travel,Switzerland,"2,453"
1/7/2020,Productivity,Travel,Switzerland,"2,453"
1/8/2020,Productivity,Travel,Switzerland,"2,453"
1/9/2020,Productivity,Travel,Switzerland,"2,453"
1/10/2020,Productivity,Travel,Switzerland,"2,453"
1/11/2020,Productivity,Travel,Switzerland,"2,453"
1/12/2020,Productivity,Travel,Switzerland,"2,453"
1/1/2020,Productivity,Travel,United Kingdom,"2,514"
1/2/2020,Productivity,Travel,United Kingdom,"2,514"
1/3/2020,Productivity,Travel,United Kingdom,"2,514"
1/4/2020,Productivity,Travel,United Kingdom,"2,514"
1/5/2020,Productivity,Travel,United Kingdom,"2,514"
1/6/2020,Productivity,Travel,United Kingdom,"2,514"
1/7/2020,Productivity,Travel,United Kingdom,"2,514"
1/8/2020,Productivity,Travel,United Kingdom,"2,514"
1/9/2020,Productivity,Travel,United Kingdom,"2,514"
1/10/2020,Productivity,Travel,United Kingdom,"2,514"
1/11/2020,Productivity,Travel,United Kingdom,"2,514"
1/12/2020,Productivity,Travel,United Kingdom,"2,514"
1/3/2020,Productivity,Travel,USA,750
1/6/2020,Productivity,Travel,USA,750
1/9/2020,Productivity,Travel,USA,750
1/12/2020,Productivity,Travel,USA,750
1/1/2020,Productivity,Vehicles,France,76
1/2/2020,Productivity,Vehicles,France,76
1/3/2020,Productivity,Vehicles,France,76
1/4/2020,Productivity,Vehicles,France,76
1/5/2020,Productivity,Vehicles,France,76
1/6/2020,Productivity,Vehicles,France,76
1/7/2020,Productivity,Vehicles,France,76
1/8/2020,Productivity,Vehicles,France,76
1/9/2020,Productivity,Vehicles,France,76
1/10/2020,Productivity,Vehicles,France,76
1/11/2020,Productivity,Vehicles,France,76
1/12/2020,Productivity,Vehicles,France,76
1/1/2020,Productivity,Vehicles,United Kingdom,176
1/2/2020,Productivity,Vehicles,United Kingdom,176
1/3/2020,Productivity,Vehicles,United Kingdom,176
1/4/2020,Productivity,Vehicles,United Kingdom,176
1/5/2020,Productivity,Vehicles,United Kingdom,176
1/6/2020,Productivity,Vehicles,United Kingdom,176
1/7/2020,Productivity,Vehicles,United Kingdom,176
1/8/2020,Productivity,Vehicles,United Kingdom,176
1/9/2020,Productivity,Vehicles,United Kingdom,176
1/10/2020,Productivity,Vehicles,United Kingdom,176
1/11/2020,Productivity,Vehicles,United Kingdom,176
1/12/2020,Productivity,Vehicles,United Kingdom,176
1/1/2020,Quality & Compliance,Employee Performance,USA,254
1/2/2020,Quality & Compliance,Employee Performance,USA,254
1/3/2020,Quality & Compliance,Employee Performance,USA,254
1/4/2020,Quality & Compliance,Employee Performance,USA,254
1/5/2020,Quality & Compliance,Employee Performance,USA,254
1/6/2020,Quality & Compliance,Employee Performance,USA,254
1/7/2020,Quality & Compliance,Employee Performance,USA,254
1/8/2020,Quality & Compliance,Employee Performance,USA,254
1/9/2020,Quality & Compliance,Employee Performance,USA,254
1/10/2020,Quality & Compliance,Employee Performance,USA,254
1/11/2020,Quality & Compliance,Employee Performance,USA,254
1/12/2020,Quality & Compliance,Employee Performance,USA,254
1/1/2020,Quality & Compliance,External Labor,USA,"75,513"
1/2/2020,Quality & Compliance,External Labor,USA,"74,763"
1/3/2020,Quality & Compliance,External Labor,USA,"74,763"
1/4/2020,Quality & Compliance,External Labor,USA,"82,588"
1/5/2020,Quality & Compliance,External Labor,USA,"81,515"
1/6/2020,Quality & Compliance,External Labor,USA,"81,515"
1/7/2020,Quality & Compliance,External Labor,USA,"102,459"
1/8/2020,Quality & Compliance,External Labor,USA,"101,709"
1/9/2020,Quality & Compliance,External Labor,USA,"101,709"
1/10/2020,Quality & Compliance,External Labor,USA,"95,759"
1/11/2020,Quality & Compliance,External Labor,USA,"95,759"
1/12/2020,Quality & Compliance,External Labor,USA,"95,761"
1/1/2020,Quality & Compliance,Hardware,USA,125
1/2/2020,Quality & Compliance,Hardware,USA,125
1/3/2020,Quality & Compliance,Hardware,USA,125
1/4/2020,Quality & Compliance,Hardware,USA,125
1/5/2020,Quality & Compliance,Hardware,USA,125
1/6/2020,Quality & Compliance,Hardware,USA,125
1/7/2020,Quality & Compliance,Hardware,USA,125
1/8/2020,Quality & Compliance,Hardware,USA,125
1/9/2020,Quality & Compliance,Hardware,USA,125
1/10/2020,Quality & Compliance,Hardware,USA,125
1/11/2020,Quality & Compliance,Hardware,USA,125
1/12/2020,Quality & Compliance,Hardware,USA,125
1/1/2020,Quality & Compliance,Hardware Maintenance,USA,125
1/2/2020,Quality & Compliance,Hardware Maintenance,USA,125
1/3/2020,Quality & Compliance,Hardware Maintenance,USA,125
1/4/2020,Quality & Compliance,Hardware Maintenance,USA,125
1/5/2020,Quality & Compliance,Hardware Maintenance,USA,125
1/6/2020,Quality & Compliance,Hardware Maintenance,USA,125
1/7/2020,Quality & Compliance,Hardware Maintenance,USA,125
1/8/2020,Quality & Compliance,Hardware Maintenance,USA,125
1/9/2020,Quality & Compliance,Hardware Maintenance,USA,125
1/10/2020,Quality & Compliance,Hardware Maintenance,USA,125
1/11/2020,Quality & Compliance,Hardware Maintenance,USA,125
1/12/2020,Quality & Compliance,Hardware Maintenance,USA,125
1/1/2020,Quality & Compliance,Internal Labor,USA,"131,522"
1/2/2020,Quality & Compliance,Internal Labor,USA,"132,669"
1/3/2020,Quality & Compliance,Internal Labor,USA,"143,940"
1/4/2020,Quality & Compliance,Internal Labor,USA,"135,104"
1/5/2020,Quality & Compliance,Internal Labor,USA,"135,104"
1/6/2020,Quality & Compliance,Internal Labor,USA,"135,104"
1/7/2020,Quality & Compliance,Internal Labor,USA,"136,177"
1/8/2020,Quality & Compliance,Internal Labor,USA,"136,177"
1/9/2020,Quality & Compliance,Internal Labor,USA,"136,177"
1/10/2020,Quality & Compliance,Internal Labor,USA,"140,035"
1/11/2020,Quality & Compliance,Internal Labor,USA,"139,040"
1/12/2020,Quality & Compliance,Internal Labor,USA,"138,530"
1/1/2020,Quality & Compliance,Other,USA,65
1/2/2020,Quality & Compliance,Other,USA,65
1/3/2020,Quality & Compliance,Other,USA,125
1/4/2020,Quality & Compliance,Other,USA,65
1/5/2020,Quality & Compliance,Other,USA,65
1/6/2020,Quality & Compliance,Other,USA,125
1/7/2020,Quality & Compliance,Other,USA,65
1/8/2020,Quality & Compliance,Other,USA,65
1/9/2020,Quality & Compliance,Other,USA,125
1/10/2020,Quality & Compliance,Other,USA,65
1/11/2020,Quality & Compliance,Other,USA,65
1/12/2020,Quality & Compliance,Other,USA,125
1/1/2020,Quality & Compliance,Recognition,USA,66
1/2/2020,Quality & Compliance,Recognition,USA,66
1/3/2020,Quality & Compliance,Recognition,USA,66
1/4/2020,Quality & Compliance,Recognition,USA,66
1/5/2020,Quality & Compliance,Recognition,USA,66
1/6/2020,Quality & Compliance,Recognition,USA,66
1/7/2020,Quality & Compliance,Recognition,USA,66
1/8/2020,Quality & Compliance,Recognition,USA,66
1/9/2020,Quality & Compliance,Recognition,USA,66
1/10/2020,Quality & Compliance,Recognition,USA,66
1/11/2020,Quality & Compliance,Recognition,USA,66
1/12/2020,Quality & Compliance,Recognition,USA,66
1/1/2020,Quality & Compliance,Software,USA,175
1/2/2020,Quality & Compliance,Software,USA,175
1/3/2020,Quality & Compliance,Software,USA,175
1/4/2020,Quality & Compliance,Software,USA,175
1/5/2020,Quality & Compliance,Software,USA,175
1/6/2020,Quality & Compliance,Software,USA,175
1/7/2020,Quality & Compliance,Software,USA,175
1/8/2020,Quality & Compliance,Software,USA,175
1/9/2020,Quality & Compliance,Software,USA,175
1/10/2020,Quality & Compliance,Software,USA,175
1/11/2020,Quality & Compliance,Software,USA,175
1/12/2020,Quality & Compliance,Software,USA,175
1/1/2020,Quality & Compliance,Software Maintenance,USA,30
1/2/2020,Quality & Compliance,Software Maintenance,USA,30
1/3/2020,Quality & Compliance,Software Maintenance,USA,30
1/4/2020,Quality & Compliance,Software Maintenance,USA,30
1/5/2020,Quality & Compliance,Software Maintenance,USA,30
1/6/2020,Quality & Compliance,Software Maintenance,USA,30
1/7/2020,Quality & Compliance,Software Maintenance,USA,30
1/8/2020,Quality & Compliance,Software Maintenance,USA,30
1/9/2020,Quality & Compliance,Software Maintenance,USA,30
1/10/2020,Quality & Compliance,Software Maintenance,USA,30
1/11/2020,Quality & Compliance,Software Maintenance,USA,30
1/12/2020,Quality & Compliance,Software Maintenance,USA,30
1/1/2020,Quality & Compliance,Supplies,USA,525
1/2/2020,Quality & Compliance,Supplies,USA,525
1/3/2020,Quality & Compliance,Supplies,USA,525
1/4/2020,Quality & Compliance,Supplies,USA,525
1/5/2020,Quality & Compliance,Supplies,USA,525
1/6/2020,Quality & Compliance,Supplies,USA,525
1/7/2020,Quality & Compliance,Supplies,USA,525
1/8/2020,Quality & Compliance,Supplies,USA,525
1/9/2020,Quality & Compliance,Supplies,USA,525
1/10/2020,Quality & Compliance,Supplies,USA,525
1/11/2020,Quality & Compliance,Supplies,USA,525
1/12/2020,Quality & Compliance,Supplies,USA,525
1/1/2020,Quality & Compliance,Taxes,USA,7
1/2/2020,Quality & Compliance,Taxes,USA,7
1/3/2020,Quality & Compliance,Taxes,USA,7
1/4/2020,Quality & Compliance,Taxes,USA,7
1/5/2020,Quality & Compliance,Taxes,USA,7
1/6/2020,Quality & Compliance,Taxes,USA,7
1/7/2020,Quality & Compliance,Taxes,USA,7
1/8/2020,Quality & Compliance,Taxes,USA,7
1/9/2020,Quality & Compliance,Taxes,USA,7
1/10/2020,Quality & Compliance,Taxes,USA,7
1/11/2020,Quality & Compliance,Taxes,USA,7
1/12/2020,Quality & Compliance,Taxes,USA,7
1/1/2020,Quality & Compliance,Telecomm,USA,"2,100"
1/2/2020,Quality & Compliance,Telecomm,USA,"2,100"
1/3/2020,Quality & Compliance,Telecomm,USA,"2,100"
1/4/2020,Quality & Compliance,Telecomm,USA,"2,100"
1/5/2020,Quality & Compliance,Telecomm,USA,"2,100"
1/6/2020,Quality & Compliance,Telecomm,USA,"2,100"
1/7/2020,Quality & Compliance,Telecomm,USA,"2,100"
1/8/2020,Quality & Compliance,Telecomm,USA,"2,100"
1/9/2020,Quality & Compliance,Telecomm,USA,"2,100"
1/10/2020,Quality & Compliance,Telecomm,USA,"2,100"
1/11/2020,Quality & Compliance,Telecomm,USA,"2,100"
1/12/2020,Quality & Compliance,Telecomm,USA,"2,100"
1/1/2020,Quality & Compliance,Training,USA,925
1/2/2020,Quality & Compliance,Training,USA,925
1/3/2020,Quality & Compliance,Training,USA,925
1/4/2020,Quality & Compliance,Training,USA,925
1/5/2020,Quality & Compliance,Training,USA,925
1/6/2020,Quality & Compliance,Training,USA,925
1/7/2020,Quality & Compliance,Training,USA,925
1/8/2020,Quality & Compliance,Training,USA,925
1/9/2020,Quality & Compliance,Training,USA,925
1/10/2020,Quality & Compliance,Training,USA,925
1/11/2020,Quality & Compliance,Training,USA,925
1/12/2020,Quality & Compliance,Training,USA,925
1/1/2020,Quality & Compliance,Travel,USA,750
