Date,IT Dep.,CostElement,Country,Budget
1/11/2020,Process Management,Recognition,USA,53
1/12/2020,Process Management,Recognition,USA,53
1/1/2020,Process Management,Software,USA,"31,726"
1/2/2020,Process Management,Software,USA,"31,726"
1/3/2020,Process Management,Software,USA,"55,362"
1/4/2020,Process Management,Software,USA,"31,726"
1/5/2020,Process Management,Software,USA,"31,726"
1/6/2020,Process Management,Software,USA,"31,726"
1/7/2020,Process Management,Software,USA,"31,726"
1/8/2020,Process Management,Software,USA,"31,726"
1/9/2020,Process Management,Software,USA,"31,726"
1/10/2020,Process Management,Software,USA,"30,298"
1/11/2020,Process Management,Software,USA,"30,298"
1/12/2020,Process Management,Software,USA,"30,298"
1/1/2020,Process Management,Software Maintenance,USA,"43,018"
1/2/2020,Process Management,Software Maintenance,USA,"43,018"
1/3/2020,Process Management,Software Maintenance,USA,"60,402"
1/4/2020,Process Management,Software Maintenance,USA,"44,843"
1/5/2020,Process Management,Software Maintenance,USA,"44,843"
1/6/2020,Process Management,Software Maintenance,USA,"45,026"
1/7/2020,Process Management,Software Maintenance,USA,"45,188"
1/8/2020,Process Management,Software Maintenance,USA,"54,237"
1/9/2020,Process Management,Software Maintenance,USA,"47,587"
1/10/2020,Process Management,Software Maintenance,USA,"57,176"
1/11/2020,Process Management,Software Maintenance,USA,"45,188"
1/12/2020,Process Management,Software Maintenance,USA,"61,480"
1/1/2020,Process Management,Supplies,USA,605
1/2/2020,Process Management,Supplies,USA,605
1/3/2020,Process Management,Supplies,USA,605
1/4/2020,Process Management,Supplies,USA,605
1/5/2020,Process Management,Supplies,USA,605
1/6/2020,Process Management,Supplies,USA,605
1/7/2020,Process Management,Supplies,USA,605
1/8/2020,Process Management,Supplies,USA,605
1/9/2020,Process Management,Supplies,USA,605
1/10/2020,Process Management,Supplies,USA,605
1/11/2020,Process Management,Supplies,USA,605
1/12/2020,Process Management,Supplies,USA,605
1/1/2020,Process Management,Taxes,USA,70
1/2/2020,Process Management,Taxes,USA,70
1/3/2020,Process Management,Taxes,USA,70
1/4/2020,Process Management,Taxes,USA,70
1/5/2020,Process Management,Taxes,USA,70
1/6/2020,Process Management,Taxes,USA,70
1/7/2020,Process Management,Taxes,USA,70
1/8/2020,Process Management,Taxes,USA,70
1/9/2020,Process Management,Taxes,USA,70
1/10/2020,Process Management,Taxes,USA,70
1/11/2020,Process Management,Taxes,USA,70
1/12/2020,Process Management,Taxes,USA,70
1/1/2020,Process Management,Telecomm,USA,"1,710"
1/2/2020,Process Management,Telecomm,USA,"1,710"
1/3/2020,Process Management,Telecomm,USA,"1,710"
1/4/2020,Process Management,Telecomm,USA,"1,710"
1/5/2020,Process Management,Telecomm,USA,"1,710"
1/6/2020,Process Management,Telecomm,USA,"1,710"
1/7/2020,Process Management,Telecomm,USA,"1,710"
1/8/2020,Process Management,Telecomm,USA,"1,710"
1/9/2020,Process Management,Telecomm,USA,"1,710"
1/10/2020,Process Management,Telecomm,USA,"1,710"
1/11/2020,Process Management,Telecomm,USA,"1,710"
1/12/2020,Process Management,Telecomm,USA,"1,710"
1/1/2020,Process Management,Training,USA,"2,295"
1/2/2020,Process Management,Training,USA,"2,330"
1/3/2020,Process Management,Training,USA,"2,334"
1/4/2020,Process Management,Training,USA,"3,230"
1/5/2020,Process Management,Training,USA,"2,330"
1/6/2020,Process Management,Training,USA,"2,334"
1/7/2020,Process Management,Training,USA,"3,230"
1/8/2020,Process Management,Training,USA,"2,330"
1/9/2020,Process Management,Training,USA,"2,334"
1/10/2020,Process Management,Training,USA,"3,230"
1/11/2020,Process Management,Training,USA,"2,330"
1/12/2020,Process Management,Training,USA,"2,304"
1/1/2020,Process Management,Travel,USA,"2,578"
1/2/2020,Process Management,Travel,USA,"4,678"
1/3/2020,Process Management,Travel,USA,"2,578"
1/4/2020,Process Management,Travel,USA,"2,578"
1/5/2020,Process Management,Travel,USA,"4,678"
1/6/2020,Process Management,Travel,USA,"2,578"
1/7/2020,Process Management,Travel,USA,"2,578"
1/8/2020,Process Management,Travel,USA,"4,678"
1/9/2020,Process Management,Travel,USA,"2,578"
1/10/2020,Process Management,Travel,USA,"2,578"
1/11/2020,Process Management,Travel,USA,"4,678"
1/12/2020,Process Management,Travel,USA,"2,578"
1/1/2020,Production,Internal Labor,Switzerland,"3,938"
1/2/2020,Production,Internal Labor,Switzerland,"3,938"
1/3/2020,Production,Internal Labor,Switzerland,"3,938"
1/4/2020,Production,Internal Labor,Switzerland,"3,938"
1/5/2020,Production,Internal Labor,Switzerland,"3,938"
1/6/2020,Production,Internal Labor,Switzerland,"3,938"
1/7/2020,Production,Internal Labor,Switzerland,"3,938"
1/8/2020,Production,Internal Labor,Switzerland,"3,938"
1/9/2020,Production,Internal Labor,Switzerland,"3,938"
1/10/2020,Production,Internal Labor,Switzerland,"3,938"
1/11/2020,Production,Internal Labor,Switzerland,"3,938"
1/12/2020,Production,Internal Labor,Switzerland,"3,938"
1/1/2020,Productivity,Administrative,USA,"-50,000"
1/2/2020,Productivity,Administrative,USA,"-50,000"
1/3/2020,Productivity,Administrative,USA,"-50,000"
1/4/2020,Productivity,Administrative,USA,"-50,000"
1/5/2020,Productivity,Administrative,USA,"-50,000"
1/6/2020,Productivity,Administrative,USA,"-50,000"
1/7/2020,Productivity,Administrative,USA,"-50,000"
1/8/2020,Productivity,Administrative,USA,"-50,000"
1/9/2020,Productivity,Administrative,USA,"-50,000"
1/10/2020,Productivity,Administrative,USA,"-50,000"
1/11/2020,Productivity,Administrative,USA,"-50,000"
1/12/2020,Productivity,Administrative,USA,"-50,000"
1/1/2020,Productivity,Amortization,France,54
1/2/2020,Productivity,Amortization,France,54
1/3/2020,Productivity,Amortization,France,54
1/4/2020,Productivity,Amortization,France,54
1/5/2020,Productivity,Amortization,France,54
1/6/2020,Productivity,Amortization,France,54
1/7/2020,Productivity,Amortization,France,54
1/8/2020,Productivity,Amortization,France,54
1/9/2020,Productivity,Amortization,France,54
1/10/2020,Productivity,Amortization,France,54
1/11/2020,Productivity,Amortization,France,54
1/12/2020,Productivity,Amortization,France,54
1/1/2020,Productivity,Amortization,Italy,"1,230"
1/2/2020,Productivity,Amortization,Italy,"1,230"
1/3/2020,Productivity,Amortization,Italy,"1,230"
1/4/2020,Productivity,Amortization,Italy,"1,230"
1/5/2020,Productivity,Amortization,Italy,"1,230"
1/6/2020,Productivity,Amortization,Italy,"1,230"
1/7/2020,Productivity,Amortization,Italy,"1,230"
1/8/2020,Productivity,Amortization,Italy,"1,230"
1/9/2020,Productivity,Amortization,Italy,"1,230"
1/10/2020,Productivity,Amortization,Italy,"1,230"
1/11/2020,Productivity,Amortization,Italy,"1,230"
1/12/2020,Productivity,Amortization,Italy,"1,230"
1/1/2020,Productivity,Depreciation,Belgium,104
1/2/2020,Productivity,Depreciation,Belgium,104
1/3/2020,Productivity,Depreciation,Belgium,104
1/4/2020,Productivity,Depreciation,Belgium,104
1/5/2020,Productivity,Depreciation,Belgium,104
1/6/2020,Productivity,Depreciation,Belgium,104
1/7/2020,Productivity,Depreciation,Belgium,104
1/8/2020,Productivity,Depreciation,Belgium,104
1/9/2020,Productivity,Depreciation,Belgium,104
1/10/2020,Productivity,Depreciation,Belgium,104
1/11/2020,Productivity,Depreciation,Belgium,104
1/12/2020,Productivity,Depreciation,Belgium,104
1/1/2020,Productivity,Depreciation,Canada,1
1/2/2020,Productivity,Depreciation,Canada,1
1/3/2020,Productivity,Depreciation,Canada,1
1/4/2020,Productivity,Depreciation,Canada,1
1/5/2020,Productivity,Depreciation,Canada,1
1/6/2020,Productivity,Depreciation,Canada,1
1/7/2020,Productivity,Depreciation,Canada,1
1/8/2020,Productivity,Depreciation,Canada,1
1/9/2020,Productivity,Depreciation,Canada,1
1/10/2020,Productivity,Depreciation,Canada,1
1/11/2020,Productivity,Depreciation,Canada,1
1/12/2020,Productivity,Depreciation,Canada,1
1/1/2020,Productivity,Depreciation,France,"5,946"
1/2/2020,Productivity,Depreciation,France,"5,946"
1/3/2020,Productivity,Depreciation,France,"5,946"
1/4/2020,Productivity,Depreciation,France,"5,946"
1/5/2020,Productivity,Depreciation,France,"5,946"
1/6/2020,Productivity,Depreciation,France,"5,946"
1/7/2020,Productivity,Depreciation,France,"5,946"
1/8/2020,Productivity,Depreciation,France,"5,946"
1/9/2020,Productivity,Depreciation,France,"5,946"
1/10/2020,Productivity,Depreciation,France,"5,946"
1/11/2020,Productivity,Depreciation,France,"5,946"
1/12/2020,Productivity,Depreciation,France,"5,946"
1/1/2020,Productivity,Depreciation,Germany,"6,120"
1/2/2020,Productivity,Depreciation,Germany,"6,120"
1/3/2020,Productivity,Depreciation,Germany,"6,120"
1/4/2020,Productivity,Depreciation,Germany,"6,120"
1/5/2020,Productivity,Depreciation,Germany,"6,120"
1/6/2020,Productivity,Depreciation,Germany,"6,120"
1/7/2020,Productivity,Depreciation,Germany,"6,120"
1/8/2020,Productivity,Depreciation,Germany,"6,120"
1/9/2020,Productivity,Depreciation,Germany,"6,120"
1/10/2020,Productivity,Depreciation,Germany,"6,120"
1/11/2020,Productivity,Depreciation,Germany,"6,120"
1/12/2020,Productivity,Depreciation,Germany,"6,120"
1/1/2020,Productivity,Depreciation,Ireland,"6,829"
1/2/2020,Productivity,Depreciation,Ireland,"6,829"
1/3/2020,Productivity,Depreciation,Ireland,"6,829"
1/4/2020,Productivity,Depreciation,Ireland,"6,829"
1/5/2020,Productivity,Depreciation,Ireland,"6,829"
1/6/2020,Productivity,Depreciation,Ireland,"6,829"
1/7/2020,Productivity,Depreciation,Ireland,"6,829"
1/8/2020,Productivity,Depreciation,Ireland,"6,829"
1/9/2020,Productivity,Depreciation,Ireland,"6,829"
1/10/2020,Productivity,Depreciation,Ireland,"6,829"
1/11/2020,Productivity,Depreciation,Ireland,"6,829"
1/12/2020,Productivity,Depreciation,Ireland,"6,829"
1/1/2020,Productivity,Depreciation,Italy,"20,400"
1/2/2020,Productivity,Depreciation,Italy,"20,400"
1/3/2020,Productivity,Depreciation,Italy,"20,400"
1/4/2020,Productivity,Depreciation,Italy,"20,400"
1/5/2020,Productivity,Depreciation,Italy,"20,400"
1/6/2020,Productivity,Depreciation,Italy,"20,400"
1/7/2020,Productivity,Depreciation,Italy,"20,400"
1/8/2020,Productivity,Depreciation,Italy,"20,400"
1/9/2020,Productivity,Depreciation,Italy,"20,400"
1/10/2020,Productivity,Depreciation,Italy,"20,400"
1/11/2020,Productivity,Depreciation,Italy,"20,400"
1/12/2020,Productivity,Depreciation,Italy,"20,400"
1/1/2020,Productivity,Depreciation,Netherlands,511
1/2/2020,Productivity,Depreciation,Netherlands,511
1/3/2020,Productivity,Depreciation,Netherlands,511
1/4/2020,Productivity,Depreciation,Netherlands,511
1/5/2020,Productivity,Depreciation,Netherlands,511
1/6/2020,Productivity,Depreciation,Netherlands,511
1/7/2020,Productivity,Depreciation,Netherlands,511
1/8/2020,Productivity,Depreciation,Netherlands,511
1/9/2020,Productivity,Depreciation,Netherlands,511
1/10/2020,Productivity,Depreciation,Netherlands,511
1/11/2020,Productivity,Depreciation,Netherlands,511
1/12/2020,Productivity,Depreciation,Netherlands,511
1/1/2020,Productivity,Depreciation,United Kingdom,151
1/2/2020,Productivity,Depreciation,United Kingdom,151
1/3/2020,Productivity,Depreciation,United Kingdom,151
1/4/2020,Productivity,Depreciation,United Kingdom,151
1/5/2020,Productivity,Depreciation,United Kingdom,151
1/6/2020,Productivity,Depreciation,United Kingdom,151
1/7/2020,Productivity,Depreciation,United Kingdom,151
1/8/2020,Productivity,Depreciation,United Kingdom,151
1/9/2020,Productivity,Depreciation,United Kingdom,151
1/10/2020,Productivity,Depreciation,United Kingdom,151
1/11/2020,Productivity,Depreciation,United Kingdom,151
1/12/2020,Productivity,Depreciation,United Kingdom,151
1/1/2020,Productivity,Depreciation,USA,194
1/2/2020,Productivity,Depreciation,USA,194
1/3/2020,Productivity,Depreciation,USA,194
1/4/2020,Productivity,Depreciation,USA,194
1/5/2020,Productivity,Depreciation,USA,194
1/6/2020,Productivity,Depreciation,USA,194
1/7/2020,Productivity,Depreciation,USA,194
1/8/2020,Productivity,Depreciation,USA,194
1/9/2020,Productivity,Depreciation,USA,194
1/10/2020,Productivity,Depreciation,USA,194
1/11/2020,Productivity,Depreciation,USA,194
1/12/2020,Productivity,Depreciation,USA,194
1/1/2020,Productivity,Employee Performance,USA,94
1/2/2020,Productivity,Employee Performance,USA,94
1/3/2020,Productivity,Employee Performance,USA,94
1/4/2020,Productivity,Employee Performance,USA,94
1/5/2020,Productivity,Employee Performance,USA,94
1/6/2020,Productivity,Employee Performance,USA,94
1/7/2020,Productivity,Employee Performance,USA,94
1/8/2020,Productivity,Employee Performance,USA,94
1/9/2020,Productivity,Employee Performance,USA,94
1/10/2020,Productivity,Employee Performance,USA,94
1/11/2020,Productivity,Employee Performance,USA,94
1/12/2020,Productivity,Employee Performance,USA,94
1/1/2020,Productivity,External Labor,Austria,"3,350"
1/2/2020,Productivity,External Labor,Austria,"3,350"
1/3/2020,Productivity,External Labor,Austria,"3,565"
1/4/2020,Productivity,External Labor,Austria,"3,565"
1/5/2020,Productivity,External Labor,Austria,"3,565"
1/6/2020,Productivity,External Labor,Austria,"3,565"
1/7/2020,Productivity,External Labor,Austria,"3,565"
1/8/2020,Productivity,External Labor,Austria,"3,565"
1/9/2020,Productivity,External Labor,Austria,"3,565"
1/10/2020,Productivity,External Labor,Austria,"3,565"
1/11/2020,Productivity,External Labor,Austria,"3,565"
1/12/2020,Productivity,External Labor,Austria,"3,565"
1/1/2020,Productivity,External Labor,Belgium,"6,792"
1/2/2020,Productivity,External Labor,Belgium,"6,792"
1/3/2020,Productivity,External Labor,Belgium,"7,436"
1/4/2020,Productivity,External Labor,Belgium,"7,436"
1/5/2020,Productivity,External Labor,Belgium,"7,436"
1/6/2020,Productivity,External Labor,Belgium,"7,436"
1/7/2020,Productivity,External Labor,Belgium,"7,436"
1/8/2020,Productivity,External Labor,Belgium,"7,436"
1/9/2020,Productivity,External Labor,Belgium,"7,436"
1/10/2020,Productivity,External Labor,Belgium,"7,436"
1/11/2020,Productivity,External Labor,Belgium,"7,436"
1/12/2020,Productivity,External Labor,Belgium,"7,436"
1/1/2020,Productivity,External Labor,Canada,"5,888"
1/2/2020,Productivity,External Labor,Canada,"5,888"
1/3/2020,Productivity,External Labor,Canada,"5,888"
1/4/2020,Productivity,External Labor,Canada,"5,888"
1/5/2020,Productivity,External Labor,Canada,"5,888"
1/6/2020,Productivity,External Labor,Canada,"5,888"
1/7/2020,Productivity,External Labor,Canada,"5,888"
1/8/2020,Productivity,External Labor,Canada,"5,888"
1/9/2020,Productivity,External Labor,Canada,"5,876"
1/10/2020,Productivity,External Labor,Canada,"5,607"
1/11/2020,Productivity,External Labor,Canada,"5,607"
1/12/2020,Productivity,External Labor,Canada,"5,607"
1/1/2020,Productivity,External Labor,France,"28,481"
1/2/2020,Productivity,External Labor,France,"28,481"
1/3/2020,Productivity,External Labor,France,"28,939"
1/4/2020,Productivity,External Labor,France,"28,939"
1/5/2020,Productivity,External Labor,France,"28,939"
1/6/2020,Productivity,External Labor,France,"28,939"
1/7/2020,Productivity,External Labor,France,"27,044"
1/8/2020,Productivity,External Labor,France,"27,044"
1/9/2020,Productivity,External Labor,France,"27,044"
1/10/2020,Productivity,External Labor,France,"27,044"
1/11/2020,Productivity,External Labor,France,"27,044"
1/12/2020,Productivity,External Labor,France,"27,044"
1/1/2020,Productivity,External Labor,Germany,"17,232"
1/2/2020,Productivity,External Labor,Germany,"17,232"
1/3/2020,Productivity,External Labor,Germany,"17,232"
1/4/2020,Productivity,External Labor,Germany,"17,232"
1/5/2020,Productivity,External Labor,Germany,"17,232"
1/6/2020,Productivity,External Labor,Germany,"17,232"
1/7/2020,Productivity,External Labor,Germany,"17,232"
1/8/2020,Productivity,External Labor,Germany,"17,232"
1/9/2020,Productivity,External Labor,Germany,"17,232"
1/10/2020,Productivity,External Labor,Germany,"17,232"
1/11/2020,Productivity,External Labor,Germany,"17,232"
1/12/2020,Productivity,External Labor,Germany,"17,232"
1/1/2020,Productivity,External Labor,Ireland,"19,229"
1/2/2020,Productivity,External Labor,Ireland,"19,229"
1/3/2020,Productivity,External Labor,Ireland,"19,277"
1/4/2020,Productivity,External Labor,Ireland,"19,277"
1/5/2020,Productivity,External Labor,Ireland,"19,277"
1/6/2020,Productivity,External Labor,Ireland,"19,277"
1/7/2020,Productivity,External Labor,Ireland,"17,400"
1/8/2020,Productivity,External Labor,Ireland,"17,400"
1/9/2020,Productivity,External Labor,Ireland,"17,400"
1/10/2020,Productivity,External Labor,Ireland,"17,400"
1/11/2020,Productivity,External Labor,Ireland,"17,400"
1/12/2020,Productivity,External Labor,Ireland,"17,400"
1/1/2020,Productivity,External Labor,Italy,"23,645"
1/2/2020,Productivity,External Labor,Italy,"23,645"
1/3/2020,Productivity,External Labor,Italy,"24,201"
1/4/2020,Productivity,External Labor,Italy,"24,201"
1/5/2020,Productivity,External Labor,Italy,"24,201"
1/6/2020,Productivity,External Labor,Italy,"24,201"
1/7/2020,Productivity,External Labor,Italy,"24,201"
1/8/2020,Productivity,External Labor,Italy,"24,201"
1/9/2020,Productivity,External Labor,Italy,"24,201"
1/10/2020,Productivity,External Labor,Italy,"24,201"
1/11/2020,Productivity,External Labor,Italy,"24,201"
1/12/2020,Productivity,External Labor,Italy,"24,201"
1/1/2020,Productivity,External Labor,Netherlands,"2,033"
1/2/2020,Productivity,External Labor,Netherlands,"2,033"
1/3/2020,Productivity,External Labor,Netherlands,"2,257"
1/4/2020,Productivity,External Labor,Netherlands,"2,257"
1/5/2020,Productivity,External Labor,Netherlands,"2,257"
1/6/2020,Productivity,External Labor,Netherlands,"2,257"
1/7/2020,Productivity,External Labor,Netherlands,"2,257"
1/8/2020,Productivity,External Labor,Netherlands,"2,257"
1/9/2020,Productivity,External Labor,Netherlands,"2,257"
1/10/2020,Productivity,External Labor,Netherlands,"2,257"
1/11/2020,Productivity,External Labor,Netherlands,"2,257"
1/12/2020,Productivity,External Labor,Netherlands,"2,257"
1/1/2020,Productivity,External Labor,Spain,"21,420"
1/2/2020,Productivity,External Labor,Spain,"21,420"
1/3/2020,Productivity,External Labor,Spain,"22,083"
1/4/2020,Productivity,External Labor,Spain,"22,083"
1/5/2020,Productivity,External Labor,Spain,"22,083"
1/6/2020,Productivity,External Labor,Spain,"22,083"
1/7/2020,Productivity,External Labor,Spain,"22,083"
1/8/2020,Productivity,External Labor,Spain,"22,083"
1/9/2020,Productivity,External Labor,Spain,"22,083"
1/10/2020,Productivity,External Labor,Spain,"22,083"
1/11/2020,Productivity,External Labor,Spain,"22,083"
1/12/2020,Productivity,External Labor,Spain,"22,083"
1/1/2020,Productivity,External Labor,Switzerland,"3,475"
1/2/2020,Productivity,External Labor,Switzerland,"3,475"
1/3/2020,Productivity,External Labor,Switzerland,"3,475"
1/4/2020,Productivity,External Labor,Switzerland,"3,475"
1/5/2020,Productivity,External Labor,Switzerland,"3,475"
